ID_Cliente;Nome;Sobrenome;Categoria;Endereco;Cidade (Estado) - CEP;Email;Idade;CPF
1753;Lara;Barros;Prata;Avenida Engenheiro Roberto Mange 511;Campinas (São Paulo) - 13041-790;LaraCardosoBarros@jourrapide.com;74;670.589.192-08
1754;Lara;Barros;Prata;Rua Jacutinga 746;Chapecó (Santa Catarina) - 89809-810;LaraPintoBarros@jourrapide.com;56;539.198.638-95
1755;Larissa;Barros;Prata;Rua Rupiara 376;São Paulo (São Paulo) - 03443-020;LarissaFernandesBarros@dayrep.com;74;294.819.262-57
1756;Larissa;Barros;Prata;Praça Abdon Batista 1246;Florianópolis (Santa Catarina) - 88045-108;LarissaFerreiraBarros@armyspy.com;27;410.901.197-39
1757;Larissa;Barros;Prata;Rua Delfim Carlos 1276;Rio de Janeiro (Rio de Janeiro) - 21073-050;LarissaCarvalhoBarros@dayrep.com;52;987.580.671-40
1758;Laura;Barros;Prata;Rua Concórdia 358;Teófilo Otoni (Minas Gerais) - 39804-245;LauraCostaBarros@einrot.com;67;715.924.021-94
1759;Laura;Barros;Prata;Rua Diorama 797;Rio de Janeiro (Rio de Janeiro) - 23092-170;LauraDiasBarros@fleckens.hu;28;123.886.510-00
1760;Laura;Barros;Prata;Rua Pindamonhangaba 364;Betim (Minas Gerais) - 32534-410;LauraFerreiraBarros@rhyta.com;23;962.095.773-34
1761;Lavinia;Barros;Prata;Rua Flora Rita 1218;Natal (Rio Grande do Norte) - 59132-550;LaviniaFerreiraBarros@cuvox.de;33;563.786.895-63
1762;Lavinia;Barros;Prata;Rua Opequira 639;Betim (Minas Gerais) - 32639-140;LaviniaMartinsBarros@einrot.com;55;534.911.485-96
1763;Leila;Barros;Prata;Rua SC 21 1633;Goiânia (Goiás) - 74477-094;LeilaCorreiaBarros@teleworm.us;41;902.004.180-09
1764;Leila;Barros;Prata;Rua dos Papa-capins 721;Camaragibe (Pernambuco) - 54789-600;LeilaSouzaBarros@superrito.com;84;230.321.229-45
1765;Leila;Barros;Prata;Rua Ricardo Magalhães 1267;Cachoeira do Sul (Rio Grande do Sul) - 96506-440;LeilaSousaBarros@einrot.com;64;377.183.534-86
1766;Leonardo;Barros;Prata;Praça Frei Damião 1820;Cubatão (São Paulo) - 11520-069;LeonardoCastroBarros@cuvox.de;36;407.613.653-54
1767;Leonardo;Barros;Prata;Avenida Doutor Alexandre Rasgulaeff 838;Maringá (Paraná) - 87033-080;LeonardoAlvesBarros@armyspy.com;36;389.687.183-85
1768;Leonardo;Barros;Prata;Rua Sidnei Alves Russo 1961;Campinas (São Paulo) - 13098-005;LeonardoAzevedoBarros@rhyta.com;69;846.188.015-30
1769;Leonardo;Barros;Prata;Rua Tenente Alberto Mendes Júnior 1830;Porto Alegre (Rio Grande do Sul) - 91240-320;LeonardoMartinsBarros@fleckens.hu;54;813.688.128-64
1770;Leonardo;Barros;Prata;Rua João Teles 1128;Rio de Janeiro (Rio de Janeiro) - 23050-200;LeonardoFerreiraBarros@superrito.com;32;165.918.935-71
1771;Leonardo;Barros;Prata;Rua Acari 1;Camaragibe (Pernambuco) - 54771-700;LeonardoPintoBarros@armyspy.com;27;363.102.944-66
1772;Leonor;Barros;Prata;Rua São Pedro 1616;Itu (São Paulo) - 13311-160;LeonorAraujoBarros@gustr.com;83;348.700.029-65
1773;Leonor;Barros;Prata;Rua André Pereira 506;Eunápolis (Bahia) - 45823-600;LeonorFerreiraBarros@cuvox.de;70;168.367.427-83
1774;Leonor;Barros;Prata;Rua das Camomilas 1948;Uberlândia (Minas Gerais) - 38412-149;LeonorFerreiraBarros@armyspy.com;56;940.685.796-01
1775;Letícia;Barros;Prata;Quadra QNN 06 Conjunto F 640;Ceilândia (Distrito Federal) - 72220-066;LeticiaCavalcantiBarros@superrito.com;78;381.274.290-07
1776;Livia;Barros;Prata;Avenida Contorno 1845;Formosa (Goiás) - 73814-001;LiviaCostaBarros@armyspy.com;82;338.940.970-00
1777;Livia;Barros;Ouro;Praça Rotary Club 629;Goiânia (Goiás) - 74810-205;LiviaSouzaBarros@teleworm.us;68;996.446.781-84
1778;Livia;Barros;Ouro;Rua José Maximino de Andrade Neto 818;Campinas (São Paulo) - 13054-201;LiviaAlvesBarros@einrot.com;19;901.008.074-96
1779;Livia;Barros;Ouro;Rua Julião Lopes Peres 1669;Mogi-Guaçu (São Paulo) - 13848-065;LiviaAlmeidaBarros@gustr.com;33;977.207.371-48
1780;Livia;Barros;Ouro;Rua Euclides da Cunha 94;Ourinhos (São Paulo) - 19901-680;LiviaRodriguesBarros@dayrep.com;26;167.493.524-21
1781;Livia;Barros;Ouro;Rua Alfredo Erzinder 1431;Joinville (Santa Catarina) - 89239-125;LiviaSouzaBarros@gustr.com;83;825.763.678-95
1782;Luana;Barros;Ouro;Travessa Manoel Onofre 533;Alagoinhas (Bahia) - 48060-035;LuanaGoncalvesBarros@dayrep.com;62;755.338.564-63
1783;Lucas;Barros;Ouro;Avenida João Torres Leite Soares 1495;Araraquara (São Paulo) - 14808-360;LucasCardosoBarros@gustr.com;46;667.131.623-63
1784;Lucas;Barros;Ouro;Travessa José Bonifácio 1521;Itabuna (Bahia) - 45607-060;LucasCorreiaBarros@gustr.com;34;501.377.479-93
1785;Lucas;Barros;Ouro;Rua Guarujá 278;Ribeirão Preto (São Paulo) - 14090-100;LucasCarvalhoBarros@rhyta.com;55;620.163.978-02
1786;Luís;Barros;Ouro;Rua Mato Grosso 616;Nova Iguaçu (Rio de Janeiro) - 26042-030;LuisCardosoBarros@gustr.com;38;240.510.178-50
1787;Luís;Barros;Ouro;Rua Ana Marta 1800;Rio de Janeiro (Rio de Janeiro) - 22753-073;LuisCostaBarros@fleckens.hu;20;639.190.140-65
1788;Luiz;Barros;Ouro;Praça Professor Antônio de Queiroz 1880;Limeira (São Paulo) - 13480-251;LuizMartinsBarros@superrito.com;74;813.503.961-17
1789;Luiza;Barros;Ouro;Rua A 1354;Porto Alegre (Rio Grande do Sul) - 91790-012;LuizaOliveiraBarros@jourrapide.com;36;634.399.733-44
1790;Luiza;Barros;Ouro;Rua Amador Meira 364;Camaragibe (Pernambuco) - 54792-600;LuizaPereiraBarros@superrito.com;41;946.791.544-89
1791;Luiza;Barros;Ouro;Rua Luiz Norberto Rocha 107;Juiz de Fora (Minas Gerais) - 36033-350;LuizaAlvesBarros@armyspy.com;62;901.927.861-48
1792;Manuela;Barros;Ouro;Viela Vinca 91;Guarulhos (São Paulo) - 07159-760;ManuelaAzevedoBarros@jourrapide.com;21;741.763.934-83
1793;Manuela;Barros;Ouro;Rua Descalvado 1169;Guarulhos (São Paulo) - 07021-260;ManuelaSantosBarros@teleworm.us;74;237.108.918-41
1794;Manuela;Barros;Ouro;Rua Sagres 1956;Campo Grande (Mato Grosso do Sul) - 79070-106;ManuelaCostaBarros@teleworm.us;37;756.700.877-71
1795;Manuela;Barros;Ouro;Rua A-151 414;Rondonópolis (Mato Grosso) - 78735-103;ManuelaCarvalhoBarros@superrito.com;31;379.575.467-49
1796;Marcos;Barros;Ouro;Rua Netuno 907;Patos de Minas (Minas Gerais) - 38706-108;MarcosRodriguesBarros@teleworm.us;62;117.099.113-01
1797;Marcos;Barros;Ouro;Vila Parnaíba 856;Timon (Maranhão) - 65636-870;MarcosRodriguesBarros@einrot.com;69;972.011.493-26
1798;Maria;Barros;Ouro;Quadra QNN 31 Área Especial C 342;Ceilândia (Distrito Federal) - 72225-313;MariaCarvalhoBarros@jourrapide.com;20;117.114.799-69
1799;Maria;Barros;Ouro;Rua Camilo Salgado 1085;Belém (Pará) - 66915-220;MariaSouzaBarros@cuvox.de;69;423.937.341-71
1800;Mariana;Barros;Ouro;Rua Doutor Reynaldo Kuntz Busch 349;Limeira (São Paulo) - 13482-212;MarianaDiasBarros@superrito.com;38;742.629.920-12
1801;Marina;Barros;Ouro;Rua Bela Brisa 969;São Paulo (São Paulo) - 03548-010;MarinaMeloBarros@teleworm.us;65;350.226.218-78
1802;Marina;Barros;Ouro;Rua Clóvis de Sá e Benevides 400;Jundiaí (São Paulo) - 13209-100;MarinaBarbosaBarros@fleckens.hu;28;740.527.282-70
1803;Marina;Barros;Ouro;Rua Rio Grande do Sul 1280;Guarulhos (São Paulo) - 07052-220;MarinaPereiraBarros@gustr.com;53;150.066.568-16
1804;Marisa;Barros;Ouro;Rua João Lício Marques 1174;Maceió (Alagoas) - 57010-150;MarisaBarbosaBarros@jourrapide.com;64;914.013.504-70
1805;Martim;Barros;Ouro;Rua Victor Milanez 1543;São Paulo (São Paulo) - 08331-410;MartimRodriguesBarros@cuvox.de;79;727.260.863-30
1806;Mateus;Barros;Ouro;Rua Dez de Setembro 1760;São Paulo (São Paulo) - 02052-030;MateusLimaBarros@superrito.com;56;133.503.826-49
1807;Matheus;Barros;Ouro;Rua das Maravilhas 238;Serra Talhada (Pernambuco) - 56909-040;MatheusAzevedoBarros@armyspy.com;44;438.043.453-28
1808;Melissa;Barros;Ouro;Rua Doutor Eli Volpato 1344;Araucária (Paraná) - 83707-720;MelissaMeloBarros@cuvox.de;24;427.306.850-81
1809;Melissa;Barros;Ouro;Rua 94 1949;Valparaíso de Goiás (Goiás) - 72871-094;MelissaGoncalvesBarros@teleworm.us;33;457.289.920-72
1810;Melissa;Barros;Ouro;Rua Sylvio Sanson 1996;Porto Alegre (Rio Grande do Sul) - 91130-330;MelissaCostaBarros@rhyta.com;67;203.195.357-54
1811;Melissa;Barros;Ouro;Rua Cinco 1366;Araguari (Minas Gerais) - 38443-090;MelissaDiasBarros@superrito.com;79;135.255.005-99
1812;Miguel;Barros;Ouro;Quadra QSE 17 1738;Taguatinga (Distrito Federal) - 72025-170;MiguelMartinsBarros@fleckens.hu;75;776.084.749-12
1813;Miguel;Barros;Ouro;Quadra SQS 410 Bloco G 1554;Brasília (Distrito Federal) - 70276-070;MiguelCorreiaBarros@fleckens.hu;46;110.555.837-18
1814;Miguel;Barros;Ouro;Rua dos Cedros 919;Criciúma (Santa Catarina) - 88811-424;MiguelBarbosaBarros@rhyta.com;42;991.092.125-15
1815;Miguel;Barros;Ouro;Rua Sete 1556;Limeira (São Paulo) - 13486-578;MiguelRochaBarros@rhyta.com;23;520.608.665-70
1816;Miguel;Barros;Ouro;Rua Pinheiro Chagas 16;Ponta Grossa (Paraná) - 84025-250;MiguelDiasBarros@armyspy.com;55;164.762.871-76
1817;Murilo;Barros;Ouro;Rua Cassilda Vargas de Azevedo 1365;Itajaí (Santa Catarina) - 88305-120;MuriloGoncalvesBarros@gustr.com;53;576.113.825-51
1818;Nicolash;Barros;Ouro;Rua Monte Azul 1521;Montes Claros (Minas Gerais) - 39402-520;NicolashCastroBarros@jourrapide.com;75;769.788.474-70
1819;Nicolash;Barros;Ouro;Rua Mateus Campos 1109;São Paulo (São Paulo) - 02319-070;NicolashOliveiraBarros@einrot.com;55;854.745.809-32
1820;Nicolash;Barros;Ouro;Praça Olímpio Meira 1638;Fortaleza (Ceará) - 60176-380;NicolashAzevedoBarros@armyspy.com;49;206.339.359-13
1821;Nicole;Barros;Ouro;Praça da Januário Pereira Costa 158;Porto Alegre (Rio Grande do Sul) - 90850-070;NicoleAraujoBarros@armyspy.com;48;768.223.941-76
1822;Nicole;Barros;Ouro;Rua Tânia Freissler Pereira 1465;Joinville (Santa Catarina) - 89228-434;NicoleMeloBarros@armyspy.com;52;150.535.713-68
1823;Nicole;Barros;Ouro;Rua Paulo de Frontin 603;Santo André (São Paulo) - 09111-260;NicoleCunhaBarros@jourrapide.com;85;448.581.631-13
1824;Paulo;Barros;Ouro;Rua Américo Brasiliense 1505;São Paulo (São Paulo) - 04715-004;PauloRochaBarros@superrito.com;31;351.385.717-96
1825;Paulo;Barros;Ouro;Rua Amâncio Silva 1429;Cachoeiro de Itapemirim (Espírito Santo) - 29305-470;PauloMeloBarros@teleworm.us;65;303.522.320-30
1826;Paulo;Barros;Ouro;Rua Orestes Giacon 1107;Limeira (São Paulo) - 13480-656;PauloRochaBarros@jourrapide.com;70;803.490.372-80
1827;Paulo;Barros;Ouro;Travessa Sebastião Fernandes Seixas 1375;Petrópolis (Rio de Janeiro) - 25615-023;PauloCunhaBarros@armyspy.com;71;191.894.410-52
1828;Pedro;Barros;Ouro;Rua dos Andes 1446;Campo Grande (Mato Grosso do Sul) - 79081-370;PedroLimaBarros@armyspy.com;39;418.221.742-01
1829;Pedro;Barros;Ouro;Rua Ernesto Ravache 237;Joinville (Santa Catarina) - 89218-165;PedroOliveiraBarros@fleckens.hu;20;161.881.652-70
1830;Rafaela;Barros;Ouro;Rua Diamira Valério Ruthes 1353;Curitiba (Paraná) - 81490-110;RafaelaMeloBarros@dayrep.com;39;258.799.050-55
1831;Rafaela;Barros;Ouro;Rua Servílio de Moro 738;Belo Horizonte (Minas Gerais) - 30642-210;RafaelaPintoBarros@armyspy.com;36;673.217.730-35
1832;Raissa;Barros;Ouro;Rua Cônego José Cupertino de Lacerda 1752;Feira de Santana (Bahia) - 44060-320;RaissaCorreiaBarros@superrito.com;70;996.818.785-23
1833;Rebeca;Barros;Ouro;Rua Oreste Romano 893;São Bernardo do Campo (São Paulo) - 09850-560;RebecaLimaBarros@fleckens.hu;47;223.217.431-07
1834;Rebeca;Barros;Ouro;Rua Zulmar Rosa Cunha 1852;São José (Santa Catarina) - 88106-822;RebecaDiasBarros@jourrapide.com;33;496.839.137-41
1835;Rebeca;Barros;Bronze;Rua Darida de Jesus 1045;Itaguaí (Rio de Janeiro) - 23845-100;RebecaGomesBarros@gustr.com;60;686.078.944-12
1836;Renan;Barros;Ouro;Acesso Oito 1174;Porto Alegre (Rio Grande do Sul) - 91250-321;RenanSouzaBarros@cuvox.de;45;356.162.657-21
1837;Renan;Barros;Bronze;Rua do Pavilhão 1498;Manaus (Amazonas) - 69008-200;RenanGomesBarros@armyspy.com;37;409.959.408-43
1838;Rodrigo;Barros;Prata;Avenida São Benedito 1295;Salvador (Bahia) - 40393-490;RodrigoSantosBarros@cuvox.de;25;760.133.172-59
1839;Rodrigo;Barros;Bronze;Rua Maria de Lourdes Paludetto Catarin 1336;Birigüi (São Paulo) - 16207-057;RodrigoLimaBarros@dayrep.com;27;949.557.000-04
1840;Rodrigo;Barros;Platina;Avenida Martinho Nogueira 492;Campinas (São Paulo) - 13091-564;RodrigoPintoBarros@fleckens.hu;21;857.486.997-02
1841;Rodrigo;Barros;Diamante;Travessa Itapura 1994;Salvador (Bahia) - 41770-670;RodrigoAraujoBarros@rhyta.com;34;987.757.346-64
1842;Rodrigo;Barros;Platina;Rua Vinte 1110;Rio de Janeiro (Rio de Janeiro) - 23525-006;RodrigoAlvesBarros@teleworm.us;76;288.178.215-94
1843;Ryan;Barros;Bronze;Rua São Paulo 1946;Duque de Caxias (Rio de Janeiro) - 25243-050;RyanPintoBarros@superrito.com;44;686.354.283-82
1844;Ryan;Barros;Bronze;Avenida Atlântica 1064;Rio de Janeiro (Rio de Janeiro) - 22021-001;RyanCorreiaBarros@fleckens.hu;53;590.529.576-06
1845;Ryan;Barros;Bronze;Quadra QNN 23 Conjunto I 1711;Ceilândia (Distrito Federal) - 72225-239;RyanCardosoBarros@jourrapide.com;58;226.610.145-51
1846;Samuel;Barros;Diamante;Rua Jaspe 1160;Jandira (São Paulo) - 06642-270;SamuelSilvaBarros@gustr.com;79;873.096.825-99
1847;Samuel;Barros;Diamante;Avenida Miguel Faustino Picanço 299;Macapá (Amapá) - 68904-040;SamuelRibeiroBarros@teleworm.us;25;852.751.945-36
1848;Samuel;Barros;Ouro;Rua Boaventura Avelar Campos 901;Tupã (São Paulo) - 17606-100;SamuelRibeiroBarros@einrot.com;36;744.781.082-77
1849;Samuel;Barros;Prata;Avenida Centenário 851;Boa Vista (Roraima) - 69317-035;SamuelCostaBarros@cuvox.de;79;356.009.641-37
1850;Sarah;Barros;Prata;Rua Amazor Moreira Prisco 1936;Nova Iguaçu (Rio de Janeiro) - 26255-250;SarahCorreiaBarros@jourrapide.com;26;370.797.423-58
1851;Sofia;Barros;Platina;2ª Travessa Cabo Eutrópio 435;Recife (Pernambuco) - 50080-681;SofiaCarvalhoBarros@cuvox.de;71;458.117.417-15
1852;Sofia;Barros;Bronze;Rua Onze 1495;Barra Mansa (Rio de Janeiro) - 27325-610;SofiaGoncalvesBarros@dayrep.com;75;975.176.961-22
1853;Sofia;Barros;Bronze;Rua Antônio Freitas 1653;Guarulhos (São Paulo) - 07074-180;SofiaCarvalhoBarros@superrito.com;74;249.276.645-46
1854;Sofia;Barros;Bronze;Avenida Um 56;Tupã (São Paulo) - 17602-830;SofiaCastroBarros@armyspy.com;76;878.335.826-97
1855;Sophia;Barros;Bronze;Rua Luzerna 1389;Ipatinga (Minas Gerais) - 35162-331;SophiaRodriguesBarros@rhyta.com;69;318.375.260-36
1856;Sophia;Barros;Bronze;Rua Imbitiba 891;São Gonçalo (Rio de Janeiro) - 24720-340;SophiaCostaBarros@gustr.com;75;861.331.348-52
1857;Sophia;Barros;Bronze;Rua Marginal dos Bugres 1528;Santos (São Paulo) - 11087-560;SophiaGomesBarros@teleworm.us;61;600.205.085-06
1858;Tânia;Barros;Bronze;Rua Santiago 1065;Goiânia (Goiás) - 74495-730;TaniaPereiraBarros@fleckens.hu;70;424.332.236-87
1859;Thaís;Barros;Bronze;Rua Pedro Aleixo 1659;São Gonçalo (Rio de Janeiro) - 24736-020;ThaisLimaBarros@dayrep.com;79;204.922.400-19
1860;Thaís;Barros;Bronze;Rua Antônio Carneiro 1955;Alagoinhas (Bahia) - 48071-250;ThaisGoncalvesBarros@einrot.com;58;687.650.004-71
1861;Thaís;Barros;Ouro;Rua Artur Bernardes 1779;Ilhéus (Bahia) - 45650-770;ThaisCostaBarros@fleckens.hu;24;669.713.185-36
1862;Thiago;Barros;Bronze;Rua Barbosa Resende 744;Belo Horizonte (Minas Gerais) - 30430-680;ThiagoCavalcantiBarros@armyspy.com;67;360.298.844-92
1863;Thiago;Barros;Bronze;Via Delinda de Faveri Guarezi 363;Tubarão (Santa Catarina) - 88703-150;ThiagoCostaBarros@einrot.com;38;720.956.306-70
1864;Thiago;Barros;Bronze;Viela Sanitária 31 1486;Governador Valadares (Minas Gerais) - 35052-610;ThiagoMartinsBarros@armyspy.com;60;805.593.187-90
1865;Tiago;Barros;Bronze;Quadra 912 Sul Alameda 8 531;Palmas (Tocantins) - 77023-476;TiagoPintoBarros@dayrep.com;66;387.013.345-73
1866;Tiago;Barros;Bronze;Rua Rabindranat Tagore 1357;São Paulo (São Paulo) - 04831-110;TiagoSousaBarros@armyspy.com;63;919.995.320-07
1867;Tiago;Barros;Bronze;Rua Professor Sílvio Macêdo 1170;Maceió (Alagoas) - 57036-740;TiagoDiasBarros@armyspy.com;25;860.628.945-07
1868;Tiago;Barros;Bronze;Rua Raul Pinto 367;Uberlândia (Minas Gerais) - 38408-326;TiagoCardosoBarros@rhyta.com;68;383.507.010-05
1869;Victor;Barros;Bronze;Travessa Frederico Silvany 931;Salvador (Bahia) - 40240-540;VictorPintoBarros@armyspy.com;34;792.709.641-91
1870;Victor;Barros;Prata;Beco Boulevard 249;Manaus (Amazonas) - 69020-460;VictorGomesBarros@teleworm.us;76;797.416.487-58
1871;Vinicius;Barros;Prata;Rua 74 1446;Itumbiara (Goiás) - 75516-320;ViniciusCorreiaBarros@gustr.com;62;521.962.169-68
1872;Vinícius;Barros;Prata;Rua Ari A. Shaeker 1262;Novo Hamburgo (Rio Grande do Sul) - 93542-387;ViniciusOliveiraBarros@armyspy.com;32;154.786.050-26
1873;Vitór;Barros;Prata;Rua Ibiruçu 474;Salvador (Bahia) - 41927-395;VitorRibeiroBarros@einrot.com;51;279.559.954-65
1874;Vitoria;Barros;Prata;Rua Minduri 925;Rio de Janeiro (Rio de Janeiro) - 21215-480;VitoriaRochaBarros@armyspy.com;31;279.949.573-74
1875;Vitoria;Barros;Prata;Rua Celso Piatti 1632;Maceió (Alagoas) - 57022-210;VitoriaCavalcantiBarros@superrito.com;43;366.771.033-07
1876;Vitória;Barros;Bronze;Servidão Alexandrino Pedro Daniel 811;Florianópolis (Santa Catarina) - 88063-535;VitoriaBarbosaBarros@armyspy.com;20;376.555.916-44
1877;Vitória;Barros;Bronze;Quadra Quadra 10 Conjunto H 1872;Paranoá (Distrito Federal) - 71571-028;VitoriaAraujoBarros@dayrep.com;45;929.692.970-94
1878;Vitória;Barros;Bronze;Travessa da Serragem 714;Rio de Janeiro (Rio de Janeiro) - 21030-700;VitoriaAraujoBarros@armyspy.com;81;435.475.696-05
1879;Vitória;Barros;Bronze;Rua Três 1450;Sumaré (São Paulo) - 13181-482;VitoriaRodriguesBarros@dayrep.com;84;981.438.766-59
1880;Vitória;Barros;Bronze;Beco Um 1772;Porto Alegre (Rio Grande do Sul) - 91060-281;VitoriaCunhaBarros@superrito.com;62;127.397.974-51
1881;Yasmin;Barros;Bronze;Rua Barreto de Menezes 1531;São Paulo (São Paulo) - 03441-020;YasminRibeiroBarros@fleckens.hu;75;248.168.766-34
1882;Alex;Cardoso;Bronze;Servidão Nazareth Braga Peixoto 825;Petrópolis (Rio de Janeiro) - 25625-025;AlexRibeiroCardoso@teleworm.us;24;458.709.973-21
1883;Alex;Cardoso;Bronze;Rua Pitangui 938;Betim (Minas Gerais) - 32636-310;AlexLimaCardoso@cuvox.de;56;640.833.388-57
1884;Alice;Cardoso;Diamante;Rua Doutor Sylvio Frederico Brauner 1212;Pelotas (Rio Grande do Sul) - 96050-010;AliceBarbosaCardoso@cuvox.de;54;629.376.453-64
1885;Alice;Cardoso;Diamante;Rua Quarenta e Dois 517;Itu (São Paulo) - 13312-421;AliceAlvesCardoso@teleworm.us;45;511.644.772-34
1886;Alice;Cardoso;Ouro;Rua Francisco Moniz Barreto 1605;São Paulo (São Paulo) - 05639-040;AliceSousaCardoso@dayrep.com;72;198.799.388-87
1887;Alice;Cardoso;Diamante;Rua Antônio Marconatto 103;Marília (São Paulo) - 17522-430;AliceSilvaCardoso@rhyta.com;62;310.766.462-63
1888;Aline;Cardoso;Diamante;Rua Josefa Di Lorenzo 217;João Pessoa (Paraíba) - 58046-700;AlineCostaCardoso@fleckens.hu;65;978.742.995-15
1889;Aline;Cardoso;Diamante;Rua José Borgo 132;Jaú (São Paulo) - 17212-490;AlineAlvesCardoso@armyspy.com;58;594.818.321-12
1890;Amanda;Cardoso;Prata;Rua Custódio Serrão 19;Rio de Janeiro (Rio de Janeiro) - 22470-230;AmandaSilvaCardoso@rhyta.com;32;242.397.647-00
1891;Amanda;Cardoso;Platina;Avenida B 981;Santa Luzia (Minas Gerais) - 33113-015;AmandaPintoCardoso@superrito.com;34;847.206.050-01
1892;Amanda;Cardoso;Ouro;Rua Vital Brasil 495;Governador Valadares (Minas Gerais) - 35053-770;AmandaPintoCardoso@cuvox.de;53;641.047.613-20
1893;Amanda;Cardoso;Bronze;Rua Daniel Francisco Ribeiro 1602;Ribeirão das Neves (Minas Gerais) - 33935-150;AmandaBarrosCardoso@superrito.com;70;349.020.030-66
1894;Ana;Cardoso;Bronze;Rua Santa Catarina 1459;Queimados (Rio de Janeiro) - 26353-050;AnaRodriguesCardoso@einrot.com;55;888.461.127-09
1895;André;Cardoso;Ouro;Rua Francisco Sá 1758;Teófilo Otoni (Minas Gerais) - 39800-127;AndreAzevedoCardoso@superrito.com;85;141.227.955-08
1896;André;Cardoso;Bronze;Travessa Ana Maria da Conceição 1560;Barra do Piraí (Rio de Janeiro) - 27140-510;AndreRibeiroCardoso@dayrep.com;27;952.733.789-58
1897;Anna;Cardoso;Prata;Rua Walter Baptista dos Santos 985;Limeira (São Paulo) - 13483-190;AnnaSousaCardoso@jourrapide.com;52;535.090.625-90
1898;Anna;Cardoso;Bronze;Rua Domingos Antônio Borba 35;Itajaí (Santa Catarina) - 88312-210;AnnaCavalcantiCardoso@dayrep.com;41;580.916.504-42
1899;Anna;Cardoso;Platina;Rua Marquês de Barbacena 1013;Canoas (Rio Grande do Sul) - 92130-400;AnnaCostaCardoso@dayrep.com;54;744.278.676-69
1900;Anna;Cardoso;Diamante;Rua Jaraguá do Sul 773;Lages (Santa Catarina) - 88505-368;AnnaGomesCardoso@cuvox.de;81;893.290.690-45
1901;Antônio;Cardoso;Platina;Rua José Augusto César 110;Campinas (São Paulo) - 13070-062;AntonioAraujoCardoso@cuvox.de;42;631.359.761-30
1902;Arthur;Cardoso;Bronze;Quadra Quadra 256 993;Luziânia (Goiás) - 72821-145;ArthurFernandesCardoso@teleworm.us;85;525.650.859-82
1903;Arthur;Cardoso;Bronze;Rua Nicolau Assad Simão 1578;São João da Boa Vista (São Paulo) - 13872-417;ArthurMeloCardoso@jourrapide.com;41;935.680.976-30
1904;Arthur;Cardoso;Bronze;Rua Antônio Cassimiro Nascimento Júnior 580;Sabará (Minas Gerais) - 34515-600;ArthurRibeiroCardoso@gustr.com;42;745.439.209-10
1905;Beatrice;Cardoso;Diamante;Rua Irapuru 114;Itaquaquecetuba (São Paulo) - 08596-090;BeatriceCavalcantiCardoso@einrot.com;67;183.974.501-06
1906;Beatrice;Cardoso;Diamante;Rua Cristóvão Colombo 1967;Lençóis Paulista (São Paulo) - 18680-172;BeatricePereiraCardoso@gustr.com;39;480.635.870-30
1907;Beatrice;Cardoso;Ouro;Rua Alfredo de Carvalho 1483;Campinas (São Paulo) - 13092-604;BeatriceCostaCardoso@fleckens.hu;35;917.749.066-51
1908;Beatriz;Cardoso;Prata;Rua Sebastião Souza 1647;Ananindeua (Pará) - 67033-655;BeatrizSantosCardoso@rhyta.com;65;615.799.104-67
1909;Beatriz;Cardoso;Prata;Rua Sete 732;Várzea Grande (Mato Grosso) - 78142-332;BeatrizRodriguesCardoso@teleworm.us;62;917.464.485-80
1910;Beatriz;Cardoso;Platina;Rua Barra Velha 686;São José dos Campos (São Paulo) - 12230-110;BeatrizCorreiaCardoso@armyspy.com;45;527.098.886-02
1911;Beatriz;Cardoso;Bronze;Rua Sebastião Silva 425;Curitiba (Paraná) - 82820-410;BeatrizBarbosaCardoso@cuvox.de;62;298.098.122-21
1912;Beatriz;Cardoso;Prata;Travessa Francisco Frasquilo 1573;São Paulo (São Paulo) - 03977-550;BeatrizCorreiaCardoso@armyspy.com;44;448.372.347-20
1913;Bianca;Cardoso;Prata;Rua 1 1413;Dourados (Mato Grosso do Sul) - 79840-320;BiancaCorreiaCardoso@einrot.com;77;407.878.001-63
1914;Bianca;Cardoso;Prata;Rua Joana Maeira Filha 782;Vitória (Espírito Santo) - 29047-647;BiancaBarrosCardoso@einrot.com;37;955.324.626-58
1915;Bianca;Cardoso;Prata;Avenida Martins Fontes 1948;Cubatão (São Paulo) - 11520-110;BiancaRodriguesCardoso@superrito.com;70;538.572.123-90
1916;Bianca;Cardoso;Prata;Rua Água Marinha 1675;Cotia (São Paulo) - 06717-080;BiancaFernandesCardoso@einrot.com;83;246.145.925-89
1917;Bianca;Cardoso;Prata;Rua Um 300;Belo Horizonte (Minas Gerais) - 31920-700;BiancaMartinsCardoso@rhyta.com;29;763.245.867-07
1918;Bianca;Cardoso;Bronze;Rua Santa Terezinha 1488;Jaboatão dos Guararapes (Pernambuco) - 54250-580;BiancaCunhaCardoso@superrito.com;56;757.669.991-43
1919;Bianca;Cardoso;Bronze;Rua João Maria Figueiró Filho 1958;Caxias do Sul (Rio Grande do Sul) - 95096-195;BiancaPereiraCardoso@einrot.com;19;415.533.808-43
1920;Bianca;Cardoso;Ouro;Rua Francisca de Freitas Martins 1799;Jacareí (São Paulo) - 12311-240;BiancaCorreiaCardoso@cuvox.de;47;864.411.114-03
1921;Brenda;Cardoso;Bronze;Lago Dom Armando Lombardi 840;Sorocaba (São Paulo) - 18065-401;BrendaMartinsCardoso@gustr.com;42;115.811.315-34
